XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,Profile hour,,,,
955.59,8.37,nan,25,2023/09/14,10:18:25,7.1984694,61.6825006,532.332,7,10-US,ASCENT,ASCENT,,
955.33,8.38,nan,25,2023/09/14,10:18:26,7.1984654,61.6824991,535.106,7,10-US,ASCENT,ASCENT,,
955.1,8.39,nan,25,2023/09/14,10:18:27,7.1984571,61.6824976,538.302,7,10-US,ASCENT,ASCENT,,
954.83,8.33,nan,25,2023/09/14,10:18:28,7.1984546,61.6824993,540.943,7,10-US,ASCENT,ASCENT,,
954.61,8.29,nan,25,2023/09/14,10:18:29,7.1984616,61.6825002,543.204,7,10-US,ASCENT,ASCENT,,
954.37,8.29,nan,25,2023/09/14,10:18:30,7.1984545,61.682504,546.183,7,10-US,ASCENT,ASCENT,,
954.13,8.24,nan,25,2023/09/14,10:18:31,7.1984584,61.6825023,548.021,7,10-US,ASCENT,ASCENT,,
953.92,8.23,nan,25,2023/09/14,10:18:32,7.1984553,61.6825023,550.152,7,10-US,ASCENT,ASCENT,,
953.64,8.22,nan,25,2023/09/14,10:18:33,7.1984577,61.6825021,552.112,7,10-US,ASCENT,ASCENT,,
953.42,8.29,nan,25,2023/09/14,10:18:34,7.1984524,61.6825038,554.513,7,10-US,ASCENT,ASCENT,,
953.2,8.35,nan,25,2023/09/14,10:18:35,7.1984505,61.6825015,556.485,7,10-US,ASCENT,ASCENT,,
952.96,8.35,nan,25,2023/09/14,10:18:36,7.1984464,61.6824982,558.691,7,10-US,ASCENT,ASCENT,,
952.73,8.39,nan,25,2023/09/14,10:18:37,7.1984371,61.6825005,561.234,7,10-US,ASCENT,ASCENT,,
952.51,8.38,nan,25,2023/09/14,10:18:38,7.1984517,61.6824939,562.152,7,10-US,ASCENT,ASCENT,,
952.29,8.34,nan,25,2023/09/14,10:18:39,7.1984509,61.6824963,565.207,7,10-US,ASCENT,ASCENT,,
952.08,8.32,nan,25,2023/09/14,10:18:40,7.1984447,61.6824994,567.587,7,10-US,ASCENT,ASCENT,,
951.81,8.33,nan,25,2023/09/14,10:18:41,7.1984378,61.6824992,569.653,7,10-US,ASCENT,ASCENT,,
951.61,8.3,nan,25,2023/09/14,10:18:42,7.198436,61.682499,571.203,7,10-US,ASCENT,ASCENT,,
951.41,8.31,nan,25,2023/09/14,10:18:43,7.198428,61.6825,573.275,7,10-US,ASCENT,ASCENT,,
951.12,8.28,nan,25,2023/09/14,10:18:44,7.1984329,61.6824991,574.731,7,10-US,ASCENT,ASCENT,,
950.9,8.29,nan,25,2023/09/14,10:18:45,7.198434,61.6824994,576.826,7,10-US,ASCENT,ASCENT,,
950.68,8.25,nan,25,2023/09/14,10:18:46,7.1984334,61.682499,579.036,7,10-US,ASCENT,ASCENT,,
950.45,8.19,nan,25,2023/09/14,10:18:47,7.1984321,61.6824979,580.947,7,10-US,ASCENT,ASCENT,,
950.23,8.18,nan,25,2023/09/14,10:18:48,7.1984301,61.6824959,583.04,7,10-US,ASCENT,ASCENT,,
949.96,8.17,nan,25,2023/09/14,10:18:49,7.1984263,61.6824952,585.143,7,10-US,ASCENT,ASCENT,,
949.76,8.13,nan,25,2023/09/14,10:18:50,7.1984217,61.6824964,587.27,7,10-US,ASCENT,ASCENT,,
949.54,8.09,nan,25,2023/09/14,10:18:51,7.1984179,61.6824947,588.889,7,10-US,ASCENT,ASCENT,,
949.37,8.08,nan,25,2023/09/14,10:18:52,7.198423,61.6824914,590.157,7,10-US,ASCENT,ASCENT,,
949.05,8.1,nan,25,2023/09/14,10:18:53,7.1984129,61.6824926,592.922,7,10-US,ASCENT,ASCENT,,
948.82,8.08,nan,25,2023/09/14,10:18:54,7.1984168,61.6824897,594.58,7,10-US,ASCENT,ASCENT,,
948.6,8.09,nan,25,2023/09/14,10:18:55,7.19842,61.6824892,596.33,7,10-US,ASCENT,ASCENT,,
948.36,8.03,nan,25,2023/09/14,10:18:56,7.1984197,61.6824901,598.272,7,10-US,ASCENT,ASCENT,,
948.15,7.98,nan,25,2023/09/14,10:18:57,7.1984214,61.6824904,600.271,7,10-US,ASCENT,ASCENT,,
947.91,7.97,nan,25,2023/09/14,10:18:58,7.1984181,61.682493,602.24,7,10-US,ASCENT,ASCENT,,
947.74,7.99,nan,25,2023/09/14,10:18:59,7.1984182,61.6824948,604.557,7,10-US,ASCENT,ASCENT,,
947.43,7.98,nan,25,2023/09/14,10:19:00,7.198418,61.6824968,606.097,7,10-US,ASCENT,ASCENT,,
947.27,7.96,nan,25,2023/09/14,10:19:01,7.1984143,61.6825035,608.11,7,10-US,ASCENT,ASCENT,,
947.08,7.95,nan,25,2023/09/14,10:19:02,7.1984103,61.6825086,609.923,7,10-US,ASCENT,ASCENT,,
946.81,7.95,nan,25,2023/09/14,10:19:03,7.1984142,61.6825037,611.204,7,10-US,ASCENT,ASCENT,,
946.58,7.95,nan,25,2023/09/14,10:19:04,7.198416,61.6825005,612.934,7,10-US,ASCENT,ASCENT,,
946.32,7.95,nan,25,2023/09/14,10:19:05,7.1984123,61.6825005,614.93,7,10-US,ASCENT,ASCENT,,
946.12,7.87,nan,25,2023/09/14,10:19:06,7.1984208,61.6824987,616.257,7,10-US,ASCENT,ASCENT,,
945.95,7.83,nan,25,2023/09/14,10:19:07,7.1984178,61.6824994,617.784,7,10-US,ASCENT,ASCENT,,
945.75,7.83,nan,25,2023/09/14,10:19:08,7.1984106,61.6825005,619.76,7,10-US,ASCENT,ASCENT,,
945.59,7.82,nan,25,2023/09/14,10:19:09,7.1984103,61.6824983,621.519,7,10-US,ASCENT,ASCENT,,
945.33,7.82,nan,25,2023/09/14,10:19:10,7.1984124,61.6824986,623.118,7,10-US,ASCENT,ASCENT,,
945.16,7.79,nan,25,2023/09/14,10:19:11,7.1984084,61.682501,624.783,7,10-US,ASCENT,ASCENT,,
944.98,7.78,nan,25,2023/09/14,10:19:12,7.1984101,61.6825015,626.243,7,10-US,ASCENT,ASCENT,,
944.76,7.77,nan,25,2023/09/14,10:19:13,7.1984026,61.682503,628.118,7,10-US,ASCENT,ASCENT,,
944.53,7.77,nan,25,2023/09/14,10:19:14,7.1983993,61.6825027,629.77,7,10-US,ASCENT,ASCENT,,
944.3,7.77,nan,25,2023/09/14,10:19:15,7.1984016,61.682501,631.515,7,10-US,ASCENT,ASCENT,,
944.12,7.76,nan,25,2023/09/14,10:19:16,7.1984062,61.6825004,633.223,7,10-US,ASCENT,ASCENT,,
943.92,7.73,nan,25,2023/09/14,10:19:17,7.1984054,61.682502,635.433,7,10-US,ASCENT,ASCENT,,
943.71,7.71,nan,25,2023/09/14,10:19:18,7.198401,61.6825002,637.186,7,10-US,ASCENT,ASCENT,,
943.53,7.72,nan,25,2023/09/14,10:19:19,7.1983981,61.6825029,639.395,7,10-US,ASCENT,ASCENT,,
943.27,7.71,nan,25,2023/09/14,10:19:20,7.1983966,61.6825061,641.273,7,10-US,ASCENT,ASCENT,,
943.09,7.72,nan,25,2023/09/14,10:19:21,7.1983998,61.6825062,642.909,7,10-US,ASCENT,ASCENT,,
942.86,7.72,nan,25,2023/09/14,10:19:22,7.1983872,61.6825107,645.611,7,10-US,ASCENT,ASCENT,,
942.68,7.71,nan,25,2023/09/14,10:19:23,7.19839,61.6825087,646.963,7,10-US,ASCENT,ASCENT,,
942.46,7.72,nan,25,2023/09/14,10:19:24,7.1983917,61.6825083,648.894,7,10-US,ASCENT,ASCENT,,
942.25,7.69,nan,25,2023/09/14,10:19:25,7.1983849,61.6825092,650.897,7,10-US,ASCENT,ASCENT,,
942.01,7.68,nan,25,2023/09/14,10:19:26,7.1983971,61.6825069,652.321,7,10-US,ASCENT,ASCENT,,
941.79,7.65,nan,25,2023/09/14,10:19:27,7.1983894,61.6825101,654.693,7,10-US,ASCENT,ASCENT,,
941.59,7.68,nan,25,2023/09/14,10:19:28,7.198394,61.6825064,656.161,7,10-US,ASCENT,ASCENT,,
941.4,7.66,nan,25,2023/09/14,10:19:29,7.1983902,61.6825107,658.827,7,10-US,ASCENT,ASCENT,,
941.21,7.66,nan,25,2023/09/14,10:19:30,7.1983882,61.6825134,660.897,7,10-US,ASCENT,ASCENT,,
941.02,7.62,nan,25,2023/09/14,10:19:31,7.198385,61.6825152,662.625,7,10-US,ASCENT,ASCENT,,
940.8,7.63,nan,25,2023/09/14,10:19:32,7.1983868,61.6825131,664.131,7,10-US,ASCENT,ASCENT,,
940.64,7.58,nan,25,2023/09/14,10:19:33,7.1983906,61.6825103,665.401,7,10-US,ASCENT,ASCENT,,
940.41,7.58,nan,25,2023/09/14,10:19:34,7.1983852,61.6825106,667.344,7,10-US,ASCENT,ASCENT,,
940.18,7.57,nan,25,2023/09/14,10:19:35,7.1983898,61.6825068,668.657,7,10-US,ASCENT,ASCENT,,
940.01,7.56,nan,25,2023/09/14,10:19:36,7.1983841,61.6825115,670.865,7,10-US,ASCENT,ASCENT,,
939.79,7.54,nan,25,2023/09/14,10:19:37,7.1983814,61.6825165,672.789,7,10-US,ASCENT,ASCENT,,
939.62,7.52,nan,25,2023/09/14,10:19:38,7.1983777,61.6825186,674.394,7,10-US,ASCENT,ASCENT,,
939.43,7.53,nan,25,2023/09/14,10:19:39,7.1983865,61.6825141,675.485,7,10-US,ASCENT,ASCENT,,
939.19,7.54,nan,25,2023/09/14,10:19:40,7.1983879,61.6825151,677.183,7,10-US,ASCENT,ASCENT,,
939.05,7.53,nan,25,2023/09/14,10:19:41,7.1983811,61.6825147,678.782,7,10-US,ASCENT,ASCENT,,
938.9,7.52,nan,25,2023/09/14,10:19:42,7.1983874,61.6825116,679.562,7,10-US,ASCENT,ASCENT,,
938.78,7.52,nan,25,2023/09/14,10:19:43,7.198388,61.6825075,680.85,7,10-US,ASCENT,ASCENT,,
938.52,7.52,nan,25,2023/09/14,10:19:44,7.1983879,61.6825082,682.727,7,10-US,ASCENT,ASCENT,,
938.34,7.53,nan,25,2023/09/14,10:19:45,7.1983929,61.682505,683.724,7,10-US,ASCENT,ASCENT,,
938.16,7.52,nan,25,2023/09/14,10:19:46,7.198384,61.6825083,685.87,7,10-US,ASCENT,ASCENT,,
938.01,7.53,nan,25,2023/09/14,10:19:47,7.1983895,61.6825073,687.497,7,10-US,ASCENT,ASCENT,,
937.86,7.55,nan,25,2023/09/14,10:19:48,7.1983876,61.6825067,688.768,7,10-US,ASCENT,ASCENT,,
937.6,7.58,nan,25,2023/09/14,10:19:49,7.198384,61.6825044,690.61,8,10-US,ASCENT,ASCENT,,
937.44,7.62,nan,25,2023/09/14,10:19:50,7.1983886,61.6824981,691.94,8,10-US,ASCENT,ASCENT,,
937.27,7.6,nan,25,2023/09/14,10:19:51,7.1983886,61.6824936,693.116,8,10-US,ASCENT,ASCENT,,
937.1,7.6,nan,25,2023/09/14,10:19:52,7.1983886,61.6824921,694.469,8,10-US,ASCENT,ASCENT,,
936.82,7.58,nan,25,2023/09/14,10:19:53,7.1983885,61.6824928,696.089,8,10-US,ASCENT,ASCENT,,
936.69,7.57,nan,25,2023/09/14,10:19:54,7.1983885,61.6824927,697.463,8,10-US,ASCENT,ASCENT,,
936.48,7.56,nan,25,2023/09/14,10:19:55,7.1983894,61.6824922,699.334,8,10-US,ASCENT,ASCENT,,
936.3,7.55,nan,25,2023/09/14,10:19:56,7.1983905,61.6824917,701.027,8,10-US,ASCENT,ASCENT,,
936.06,7.57,nan,25,2023/09/14,10:19:57,7.1983907,61.6824912,702.693,8,10-US,ASCENT,ASCENT,,
935.93,7.59,nan,25,2023/09/14,10:19:58,7.1983903,61.6824904,704.501,8,10-US,ASCENT,ASCENT,,
935.71,7.54,nan,25,2023/09/14,10:19:59,7.1983897,61.6824904,706.285,8,10-US,ASCENT,ASCENT,,
935.48,7.58,nan,25,2023/09/14,10:20:00,7.1983893,61.6824904,708.226,8,10-US,ASCENT,ASCENT,,
935.29,7.6,nan,25,2023/09/14,10:20:01,7.1983876,61.6824901,709.866,8,10-US,ASCENT,ASCENT,,
935.1,7.62,nan,25,2023/09/14,10:20:02,7.1983874,61.6824896,711.846,8,10-US,ASCENT,ASCENT,,
934.92,7.58,nan,25,2023/09/14,10:20:03,7.1983871,61.6824888,713.867,8,10-US,ASCENT,ASCENT,,
934.69,7.58,nan,25,2023/09/14,10:20:04,7.1983863,61.6824885,715.781,8,10-US,ASCENT,ASCENT,,
934.51,7.56,nan,25,2023/09/14,10:20:05,7.1983867,61.6824888,717.654,8,10-US,ASCENT,ASCENT,,
934.38,7.54,nan,25,2023/09/14,10:20:06,7.1983865,61.6824887,719.467,8,10-US,ASCENT,ASCENT,,
934.03,7.55,nan,25,2023/09/14,10:20:07,7.1983846,61.6824889,721.391,8,10-US,ASCENT,ASCENT,,
933.89,7.53,nan,25,2023/09/14,10:20:08,7.1983842,61.6824892,723.173,8,10-US,ASCENT,ASCENT,,
933.61,7.52,nan,25,2023/09/14,10:20:09,7.1983871,61.6824889,725.655,8,10-US,ASCENT,ASCENT,,
933.41,7.51,nan,25,2023/09/14,10:20:10,7.1983883,61.6824892,727.332,8,10-US,ASCENT,ASCENT,,
933.24,7.45,nan,25,2023/09/14,10:20:11,7.198387,61.682489,728.83,8,10-US,ASCENT,ASCENT,,
933.17,7.32,nan,25,2023/09/14,10:20:12,7.1983853,61.6824878,729.5,8,10-US,ASCENT,ASCENT,,
933.06,7.28,nan,25,2023/09/14,10:20:13,7.1983856,61.6824868,730.214,8,10-US,ASCENT,ASCENT,,
932.96,7.24,nan,25,2023/09/14,10:20:14,7.1983873,61.6824856,730.919,8,10-US,ASCENT,ASCENT,,
932.84,7.22,nan,25,2023/09/14,10:20:15,7.1983875,61.6824844,731.311,8,10-US,ASCENT,ASCENT,,
932.76,7.21,nan,25,2023/09/14,10:20:16,7.1983876,61.6824839,732.157,8,10-US,ASCENT,ASCENT,,
932.65,7.25,nan,25,2023/09/14,10:20:17,7.198387,61.6824821,733.309,8,10-US,ASCENT,ASCENT,,
932.43,7.25,nan,25,2023/09/14,10:20:18,7.198387,61.6824796,734.549,8,10-US,ASCENT,ASCENT,,
932.28,7.26,nan,25,2023/09/14,10:20:19,7.1983872,61.6824773,736.246,8,10-US,ASCENT,ASCENT,,
932.15,7.27,nan,25,2023/09/14,10:20:20,7.1983867,61.6824767,738.072,8,10-US,ASCENT,ASCENT,,
931.94,7.25,nan,25,2023/09/14,10:20:21,7.1983857,61.6824769,739.786,8,10-US,ASCENT,ASCENT,,
931.77,7.26,nan,25,2023/09/14,10:20:22,7.1983834,61.6824784,741.03,8,10-US,ASCENT,ASCENT,,
931.55,7.27,nan,25,2023/09/14,10:20:23,7.198382,61.6824787,742.75,8,10-US,ASCENT,ASCENT,,
931.3,7.32,nan,25,2023/09/14,10:20:24,7.1983806,61.6824787,744.537,8,10-US,ASCENT,ASCENT,,
931.14,7.33,nan,25,2023/09/14,10:20:25,7.1983799,61.6824778,746.69,8,10-US,ASCENT,ASCENT,,
930.91,7.32,nan,25,2023/09/14,10:20:26,7.1983782,61.6824764,748.628,8,10-US,ASCENT,ASCENT,,
930.69,7.28,nan,25,2023/09/14,10:20:27,7.198378,61.6824748,750.652,8,10-US,ASCENT,ASCENT,,
930.45,7.23,nan,25,2023/09/14,10:20:28,7.1983775,61.6824741,752.211,8,10-US,ASCENT,ASCENT,,
930.27,7.21,nan,25,2023/09/14,10:20:29,7.1983778,61.6824734,753.544,8,10-US,ASCENT,ASCENT,,
930.3,7.09,nan,25,2023/09/14,10:20:30,7.1983774,61.6824738,753.3,8,10-US,ASCENT,ASCENT,,
,,,,,,,,,,,,,,
955.71,10.79,nan,25,2023/09/14,13:03:28,7.1992409,61.6804114,525.987,6,13,#REF!,,#VALUE!,
955.57,10.77,nan,25,2023/09/14,13:03:29,7.1992492,61.6804113,526.065,6,13,ASCENT,,,
955.5,10.77,nan,25,2023/09/14,13:03:30,7.1992416,61.6804128,528.245,6,13,ASCENT,ASCENT,,
955.36,10.74,nan,25,2023/09/14,13:03:31,7.1992435,61.6804144,528.767,6,13,ASCENT,ASCENT,,
955.27,10.71,nan,25,2023/09/14,13:03:32,7.1992426,61.6804225,530.808,6,13,ASCENT,ASCENT,,
955.07,10.73,nan,25,2023/09/14,13:03:33,7.1992368,61.6804209,532.244,6,13,ASCENT,ASCENT,,
954.94,10.71,nan,25,2023/09/14,13:03:34,7.1992339,61.6804176,533.659,6,13,ASCENT,ASCENT,,
954.76,10.66,nan,25,2023/09/14,13:03:35,7.1992289,61.6804107,534.292,6,13,ASCENT,ASCENT,,
954.62,10.68,nan,25,2023/09/14,13:03:36,7.1992285,61.680408,535.986,6,13,ASCENT,ASCENT,,
954.42,10.66,nan,25,2023/09/14,13:03:37,7.1992299,61.6804071,538.265,6,13,ASCENT,ASCENT,,
954.26,10.64,nan,25,2023/09/14,13:03:38,7.1992324,61.680404,539.918,6,13,ASCENT,ASCENT,,
954.03,10.59,nan,25,2023/09/14,13:03:39,7.199238,61.6804011,541.515,6,13,ASCENT,ASCENT,,
953.85,10.54,nan,25,2023/09/14,13:03:40,7.1992351,61.6803902,541.835,6,13,ASCENT,ASCENT,,
953.56,10.52,nan,25,2023/09/14,13:03:41,7.1992414,61.6803868,542.461,6,13,ASCENT,ASCENT,,
953.34,10.48,nan,25,2023/09/14,13:03:42,7.1992381,61.6803896,544.7,6,13,ASCENT,ASCENT,,
953.11,10.47,nan,25,2023/09/14,13:03:43,7.1992424,61.6803888,546.471,6,13,ASCENT,ASCENT,,
952.9,10.46,nan,25,2023/09/14,13:03:44,7.1992371,61.6803832,548.164,6,13,ASCENT,ASCENT,,
952.74,10.45,nan,25,2023/09/14,13:03:45,7.1992456,61.6803842,549.051,6,13,ASCENT,ASCENT,,
952.47,10.44,nan,25,2023/09/14,13:03:46,7.1992387,61.6803858,551.089,6,13,ASCENT,ASCENT,,
952.28,10.43,nan,25,2023/09/14,13:03:47,7.1992472,61.6803855,551.762,6,13,ASCENT,ASCENT,,
952.1,10.42,nan,25,2023/09/14,13:03:48,7.1992475,61.6803892,553.107,6,13,ASCENT,ASCENT,,
951.9,10.39,nan,25,2023/09/14,13:03:49,7.1992498,61.6803932,554.991,6,13,ASCENT,ASCENT,,
951.62,10.37,nan,25,2023/09/14,13:03:50,7.1992469,61.6803902,556.57,6,13,ASCENT,ASCENT,,
951.44,10.36,nan,25,2023/09/14,13:03:51,7.199248,61.6803895,558.402,6,13,ASCENT,ASCENT,,
951.2,10.31,nan,25,2023/09/14,13:03:52,7.1992478,61.6803854,559.969,6,13,ASCENT,ASCENT,,
951.01,10.3,nan,25,2023/09/14,13:03:53,7.1992522,61.6803755,559.112,6,13,ASCENT,ASCENT,,
950.8,10.3,nan,25,2023/09/14,13:03:54,7.1992506,61.6803739,560.775,6,13,ASCENT,ASCENT,,
950.56,10.24,nan,25,2023/09/14,13:03:55,7.1992522,61.6803711,562.488,6,13,ASCENT,ASCENT,,
950.32,10.19,nan,25,2023/09/14,13:03:56,7.1992575,61.6803654,562.806,6,13,ASCENT,ASCENT,,
950.09,10.16,nan,25,2023/09/14,13:03:57,7.1992547,61.6803629,564.539,6,13,ASCENT,ASCENT,,
949.86,10.14,nan,25,2023/09/14,13:03:58,7.1992628,61.6803656,565.88,6,13,ASCENT,ASCENT,,
949.61,10.16,nan,25,2023/09/14,13:03:59,7.1992611,61.6803665,567.958,6,13,ASCENT,ASCENT,,
949.31,10.19,nan,25,2023/09/14,13:04:00,7.1992613,61.6803658,569.768,6,13,ASCENT,ASCENT,,
949.08,10.22,nan,25,2023/09/14,13:04:01,7.1992619,61.680367,571.654,6,13,ASCENT,ASCENT,,
948.81,10.24,nan,25,2023/09/14,13:04:02,7.1992595,61.6803656,573.722,6,13,ASCENT,ASCENT,,
948.62,10.21,nan,25,2023/09/14,13:04:03,7.199259,61.6803623,574.82,6,13,ASCENT,ASCENT,,
948.37,10.26,nan,25,2023/09/14,13:04:04,7.1992611,61.6803621,576.436,6,13,ASCENT,ASCENT,,
948.1,10.21,nan,25,2023/09/14,13:04:05,7.1992581,61.680357,577.642,6,13,ASCENT,ASCENT,,
947.88,10.23,nan,25,2023/09/14,13:04:06,7.1992519,61.680352,578.779,6,13,ASCENT,ASCENT,,
947.58,10.25,nan,25,2023/09/14,13:04:07,7.1992608,61.6803525,579.93,7,13,ASCENT,ASCENT,,
947.35,10.03,nan,25,2023/09/14,13:04:08,7.1992685,61.6803499,581.955,7,13,ASCENT,ASCENT,,
947.11,10.05,nan,25,2023/09/14,13:04:09,7.1992746,61.680348,583.841,7,13,ASCENT,ASCENT,,
946.92,10.03,nan,25,2023/09/14,13:04:10,7.1992766,61.6803434,585.395,7,13,ASCENT,ASCENT,,
946.7,10.05,nan,25,2023/09/14,13:04:11,7.1992779,61.680341,587.225,7,13,ASCENT,ASCENT,,
946.61,10.01,nan,25,2023/09/14,13:04:12,7.1992777,61.680341,589.58,7,13,ASCENT,ASCENT,,
946.33,10,nan,25,2023/09/14,13:04:13,7.1992751,61.6803366,590.543,7,13,ASCENT,ASCENT,,
946.14,10.04,nan,25,2023/09/14,13:04:14,7.1992739,61.6803361,592.797,7,13,ASCENT,ASCENT,,
945.82,10.07,nan,25,2023/09/14,13:04:15,7.1992675,61.6803381,594.822,7,13,ASCENT,ASCENT,,
945.6,10.1,nan,25,2023/09/14,13:04:16,7.199271,61.6803419,597.86,7,13,ASCENT,ASCENT,,
945.35,10.12,nan,25,2023/09/14,13:04:17,7.1992755,61.6803381,599.45,7,13,ASCENT,ASCENT,,
945.19,10.09,nan,25,2023/09/14,13:04:18,7.199268,61.6803372,599.693,7,13,ASCENT,ASCENT,,
945.1,9.99,nan,25,2023/09/14,13:04:19,7.1992722,61.680335,600.24,7,13,ASCENT,ASCENT,,
944.98,9.94,nan,25,2023/09/14,13:04:20,7.1992703,61.680341,602.421,7,13,ASCENT,ASCENT,,
944.84,9.85,nan,25,2023/09/14,13:04:21,7.1992744,61.6803405,603.386,7,13,ASCENT,ASCENT,,
944.7,9.81,nan,25,2023/09/14,13:04:22,7.1992753,61.6803389,604.653,7,13,ASCENT,ASCENT,,
944.54,9.78,nan,25,2023/09/14,13:04:23,7.199275,61.680337,605.928,7,13,ASCENT,ASCENT,,
944.39,9.78,nan,25,2023/09/14,13:04:24,7.1992773,61.6803351,607.228,7,13,ASCENT,ASCENT,,
944.22,9.75,nan,25,2023/09/14,13:04:25,7.19928,61.6803347,608.774,7,13,ASCENT,ASCENT,,
944.01,9.73,nan,25,2023/09/14,13:04:26,7.1992807,61.680335,610.078,7,13,ASCENT,ASCENT,,
943.77,9.73,nan,25,2023/09/14,13:04:27,7.1992887,61.6803298,611.76,7,13,ASCENT,ASCENT,,
943.56,9.74,nan,25,2023/09/14,13:04:28,7.1992892,61.6803284,613.122,7,13,ASCENT,ASCENT,,
943.4,9.69,nan,25,2023/09/14,13:04:29,7.1992894,61.6803293,614.879,7,13,ASCENT,ASCENT,,
943.18,9.65,nan,25,2023/09/14,13:04:30,7.199288,61.6803301,616.714,7,13,ASCENT,ASCENT,,
942.93,9.63,nan,25,2023/09/14,13:04:31,7.1992817,61.680354,622.346,8,13,ASCENT,ASCENT,,
942.67,9.61,nan,25,2023/09/14,13:04:32,7.1992723,61.6803851,628.877,9,13,ASCENT,ASCENT,,
942.48,9.58,nan,25,2023/09/14,13:04:33,7.1992708,61.6804018,633.916,9,13,ASCENT,ASCENT,,
942.18,9.55,nan,25,2023/09/14,13:04:34,7.1992732,61.6804084,637.008,9,13,ASCENT,ASCENT,,
941.94,9.68,nan,25,2023/09/14,13:04:35,7.1992755,61.6804129,639.794,9,13,ASCENT,ASCENT,,
941.77,9.78,nan,25,2023/09/14,13:04:36,7.199277,61.6804151,641.849,9,13,ASCENT,ASCENT,,
941.54,9.8,nan,25,2023/09/14,13:04:37,7.1992778,61.6804178,643.802,9,13,ASCENT,ASCENT,,
941.29,9.87,nan,25,2023/09/14,13:04:38,7.1992778,61.6804178,643.802,9,13,ASCENT,ASCENT,,
941.29,9.87,nan,25,2023/09/14,13:04:38,7.1992791,61.6804198,645.405,9,13,ASCENT,ASCENT,,
941.04,9.93,nan,25,2023/09/14,13:04:39,7.1992809,61.6804214,646.356,9,13,ASCENT,ASCENT,,
940.86,9.99,nan,25,2023/09/14,13:04:40,7.1992839,61.6804224,647.88,9,13,ASCENT,ASCENT,,
940.61,9.97,nan,25,2023/09/14,13:04:41,7.1992873,61.6804246,648.988,9,13,ASCENT,ASCENT,,
940.39,9.98,nan,25,2023/09/14,13:04:42,7.1992886,61.6804279,650.216,9,13,ASCENT,ASCENT,,
940.15,9.95,nan,25,2023/09/14,13:04:43,7.1992911,61.6804307,651.595,9,13,ASCENT,ASCENT,,
939.97,9.99,nan,25,2023/09/14,13:04:44,7.1992944,61.680433,652.719,9,13,ASCENT,ASCENT,,
939.72,9.97,nan,25,2023/09/14,13:04:45,7.1992964,61.6804351,653.903,9,13,ASCENT,ASCENT,,
939.54,9.95,nan,25,2023/09/14,13:04:46,7.1992985,61.6804357,654.749,9,13,ASCENT,ASCENT,,
939.25,9.96,nan,25,2023/09/14,13:04:47,7.1993001,61.6804362,656.109,9,13,ASCENT,ASCENT,,
939.15,9.91,nan,25,2023/09/14,13:04:48,7.1993011,61.6804392,657.592,9,13,ASCENT,ASCENT,,
938.85,9.93,nan,25,2023/09/14,13:04:49,7.1993001,61.6804424,658.878,9,13,ASCENT,ASCENT,,
938.68,9.95,nan,25,2023/09/14,13:04:50,7.1993004,61.680445,660.656,9,13,ASCENT,ASCENT,,
938.46,9.96,nan,25,2023/09/14,13:04:51,7.1993,61.6804483,662.318,9,13,ASCENT,ASCENT,,
938.28,9.99,nan,25,2023/09/14,13:04:52,7.1993015,61.68045,663.896,9,13,ASCENT,ASCENT,,
937.98,10.01,nan,25,2023/09/14,13:04:53,7.1993054,61.6804506,665.64,9,13,ASCENT,ASCENT,,
937.81,10.04,nan,25,2023/09/14,13:04:54,7.199307,61.6804512,666.948,9,13,ASCENT,ASCENT,,
937.63,10.07,nan,25,2023/09/14,13:04:55,7.1993072,61.6804516,668.211,9,13,ASCENT,ASCENT,,
937.4,10.07,nan,25,2023/09/14,13:04:56,7.199309,61.6804524,669.845,9,13,ASCENT,ASCENT,,
937.18,10.07,nan,25,2023/09/14,13:04:57,7.1993106,61.6804525,671.322,9,13,ASCENT,ASCENT,,
937,10.05,nan,25,2023/09/14,13:04:58,7.1993114,61.6804538,672.726,9,13,ASCENT,ASCENT,,
936.77,10.04,nan,25,2023/09/14,13:04:59,7.1993111,61.6804543,674.23,9,13,ASCENT,ASCENT,,
936.57,9.96,nan,25,2023/09/14,13:05:00,7.1993105,61.6804535,675.621,9,13,ASCENT,ASCENT,,
936.4,9.85,nan,25,2023/09/14,13:05:01,7.1993092,61.6804542,677.412,9,13,ASCENT,ASCENT,,
936.13,9.83,nan,25,2023/09/14,13:05:02,7.1993075,61.680456,679.014,9,13,ASCENT,ASCENT,,
935.87,9.83,nan,25,2023/09/14,13:05:03,7.1993068,61.680457,680.645,9,13,ASCENT,ASCENT,,
935.69,9.81,nan,25,2023/09/14,13:05:04,7.1993057,61.6804577,682.126,9,13,ASCENT,ASCENT,,
935.47,9.73,nan,25,2023/09/14,13:05:05,7.1993038,61.6804576,683.611,9,13,ASCENT,ASCENT,,
935.2,9.8,nan,25,2023/09/14,13:05:06,7.1993029,61.6804566,685.088,9,13,ASCENT,ASCENT,,
934.94,9.84,nan,25,2023/09/14,13:05:07,7.1993036,61.6804567,686.766,9,13,ASCENT,ASCENT,,
